-0.97604,-0.97048,-0.95413,-0.9834,-0.95559,-0.99937,-0.97848,0.1302,-0.028036,-0.583,-0.61253,-0.61873,-0.63232,-0.87752,0,0.0449,0.043144,0.072015,0.039119,0.055522,0.0006294,0.030433,0.54211,0.48628,0.29977,0.2811,0.33425,0.36448,0.13776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.68997,-0.95335,-0.89087,-0.96304,-0.91539,-0.99377,-0.98425,-0.58045,-0.83984,-0.91426,-0.94349,-0.9562,-0.94261,-0.98529,0,0.26022,0.046842,0.13634,0.032281,0.12357,0.0076695,0.018973,0.18981,0.12351,0.072305,0.046534,0.050449,0.053723,0.013292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.58839,-0.76367,-0.87632,-0.86058,-0.91528,-0.97317,-0.97165,0.035275,-0.40743,-0.68785,-0.7643,-0.86904,-0.85101,-0.91782,0,0.51128,0.36389,0.095452,0.17633,0.057671,0.051493,0.030799,0.45481,0.28183,0.24233,0.25187,0.097222,0.13165,0.12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.99257,-0.99692,-0.98932,-0.99653,-0.99058,-0.99842,-0.99466,-0.85873,-0.94519,-0.97234,-0.98437,-0.98608,-0.98789,-0.99567,0,0.0088956,0.0040777,0.016214,0.005684,0.0083085,0.0010877,0.0071505,0.080064,0.044491,0.017028,0.013254,0.0168,0.011321,0.0058618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.9741,-0.99034,-0.95449,-0.98043,-0.96837,-0.99846,-0.98419,0.070002,-0.094955,-0.41244,-0.60204,-0.66339,-0.55925,-0.82737,0,0.037911,0.010852,0.069521,0.03713,0.032861,0.0022544,0.026077,0.55471,0.54021,0.29387,0.23656,0.18154,0.27335,0.15068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.37112,-0.51945,-0.4005,-0.63473,-0.46255,-0.64531,-0.89479,-0.4271,-0.75748,-0.90966,-0.85588,-0.94238,-0.94325,-0.98013,0,0.39643,0.45049,0.53296,0.43455,0.28693,0.33229,0.073248,0.33192,0.20716,0.06823,0.14418,0.064844,0.042447,0.018136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.84599,-0.97993,-0.98149,-0.9577,-0.99033,-0.99915,-0.9957,-0.39781,-0.63678,-0.75928,-0.82583,-0.89787,-0.91778,-0.95924,0,0.15376,0.027418,0.014802,0.0997,0.0087241,0.0010931,0.006026,0.4908,0.32931,0.25678,0.19624,0.18334,0.06416,0.038565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.23567,-0.50798,-0.61475,-0.75005,-0.62991,-0.91048,-0.91016,-0.64057,-0.79539,-0.85483,-0.92001,-0.94507,-0.90297,-0.97326,0,0.54527,0.46738,0.29499,0.30619,0.21087,0.12387,0.083733,0.28733,0.1287,0.12134,0.049741,0.078581,0.083,0.03511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.54338,-0.73936,-0.86519,-0.92159,-0.8408,-0.97322,-0.97586,0.46886,0.02439,-0.24202,-0.30302,-0.55997,-0.64021,-0.571,0,0.38551,0.2522,0.12906,0.070863,0.11663,0.040593,0.020939,0.32425,0.45992,0.43558,0.32668,0.2681,0.27192,0.37335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.64219,0.075518,0.35734,0.017494,0.25701,-0.32189,-0.62525,-0.65535,-0.69453,-0.91264,-0.95191,-0.93127,-0.96913,-0.9694,0,0.52772,0.68456,0.45703,0.62139,0.50611,0.50179,0.2484,0.35915,0.36988,0.070394,0.057661,0.05856,0.027644,0.036588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.97108,-0.98559,-0.94313,-0.98144,-0.95202,-0.99586,-0.9787,0.60041,0.56413,0.27327,0.091376,0.065657,0.1302,-0.38111,0,0.055104,0.01854,0.10649,0.044315,0.044165,0.0078674,0.025977,0.27929,0.29858,0.35249,0.31246,0.32943,0.38947,0.31822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
